date,company_Name,ticker,broker,analytst,rating_before,rating_after,price_target_before,price_target_after
3/28/2022,Apple Inc,AAPL,JPMORGAN,SAMIK CHATTERJEE,OVERWEIGHT,OVERWEIGHT,,210
3/30/2022,Apple Inc,AAPL,MORGAN STANLEY,KATY HUBERTY,NOT FOUND,NOT FOUND,,                  
3/30/2022,Amazon.com Inc,AMZN,,STEFAN SLOWINSKI,Underperform                 ,Underperform                 ,140,140
4/1/2022,Microsoft Corp,MSFT,BARCLAYS,RAIMO LENSCHOW,Overweight                   ,Overweight                   ,345,345
4/1/2022,Tesla Inc,TSLA,GOLDMAN SACHS,MARK DELANEY,NOT FOUND,NOT FOUND,,                  
4/4/2022,Tesla Inc,TSLA,PIPER SANDLER,ALEXANDER POTTER,NOT FOUND,NOT FOUND,,                  
4/4/2022,Tesla Inc,TSLA,JPMORGAN,RYAN BRINKMAN,UNDERWEIGHT,UNDERWEIGHT,,112
4/4/2022,Tesla Inc,TSLA,OPPENHEIMER,COLIN RUSCH,OUTPERFORM,OUTPERFORM,,                  
4/5/2022,Amazon.com Inc,AMZN,EVERCORE,MARK MAHANEY,Outperform                   ,Outperform                   ,4700,4700
4/5/2022,Amazon.com Inc,AMZN,GOLDMAN SACHS,ERIC SHERIDAN,Buy                          ,Buy                          ,4250,4250
4/5/2022,Alphabet Cl A,GOOGL,GOLDMAN SACHS,ERIC SHERIDAN,Buy                          ,Buy                          ,3350,3350
4/5/2022,Meta Platforms Inc,META,UBS,LLOYD WALMSLEY,BUY,BUY,280,300
4/5/2022,Microsoft Corp,MSFT,MORGAN STANLEY,KEITH WEISS,Overweight                   ,Overweight                   ,331,331
4/7/2022,Apple Inc,AAPL,JPMORGAN,SAMIK CHATTERJEE,OVERWEIGHT,OVERWEIGHT,,210
4/11/2022,Microsoft Corp,MSFT,UBS,KARL KEIRSTEAD,NOT FOUND,NOT FOUND,,                  
4/12/2022,Nvidia Corp,NVDA,,JOHN VINH,Overweight                   ,Overweight                   ,31,31
4/14/2022,Apple Inc,AAPL,TIGRESS PARTNERS,IVAN FEINSETH,Strong Buy                   ,Strong Buy                   ,198,198
4/14/2022,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,OVERWEIGHT,OVERWEIGHT,,433.33
4/18/2022,Meta Platforms Inc,META,BAML,JUSTIN POST,NOT FOUND,NOT FOUND,,                  
4/20/2022,Amazon.com Inc,AMZN,,MICHAEL LASSER,Buy                          ,Buy                          ,4550,4550
4/20/2022,Amazon.com Inc,AMZN,UBS,LLOYD WALMSLEY,BUY,BUY,231.25,227.5
4/20/2022,Amazon.com Inc,AMZN,,JASON BAZINET,Buy                          ,Buy                          ,4550,4550
4/20/2022,Alphabet Cl A,GOOGL,,RONALD JOSEY,Neutral,Buy,175,175
4/20/2022,Alphabet Cl A,GOOGL,,JASON BAZINET,Buy                          ,Buy                          ,3500,3500
4/20/2022,Alphabet Cl A,GOOGL,KEYBANK,JUSTIN PATTERSON,OVERWEIGHT,OVERWEIGHT,,                  
4/20/2022,Meta Platforms Inc,META,,RONALD JOSEY,Neutral,Buy,300,300
4/21/2022,Tesla Inc,TSLA,JPMORGAN,RYAN BRINKMAN,UNDERWEIGHT,UNDERWEIGHT,,131.67
4/22/2022,Apple Inc,AAPL,BAML,WAMSI MOHAN,BUY,BUY,,215
4/22/2022,Amazon.com Inc,AMZN,BAML,JUSTIN POST,BUY,BUY,,                  
4/22/2022,Amazon.com Inc,AMZN,CREDIT SUISSE,STEPHEN JU,OUTPERFORM,TOP PICK,,205
4/27/2022,Alphabet Cl A,GOOGL,ROSENBLATT,BARTON CROCKETT,Buy                          ,Buy                          ,205.9,205.9
4/27/2022,Alphabet Cl A,GOOGL,MORGAN STANLEY,BRIAN NOWAK,OVERWEIGHT,OVERWEIGHT,172.5,163.5
4/27/2022,Alphabet Cl A,GOOGL,,MARK MAHANEY,Outperform                   ,Outperform                   ,3000,3000
4/27/2022,Alphabet Cl A,GOOGL,,MARK KELLEY,Buy                          ,Buy                          ,3100,3100
4/27/2022,Alphabet Cl A,GOOGL,,KEVIN RIPPEY,Outperform                   ,Outperform                   ,3000,3000
4/27/2022,Alphabet Cl A,GOOGL,CANACCORD,MARIA RIPPS,Buy                          ,Buy                          ,165,165
4/27/2022,Microsoft Corp,MSFT,JEFFERIES,BRENT THILL,BUY,IN LINE,,400
4/27/2022,Microsoft Corp,MSFT,DEUTSCHE BANK,BRAD ZELNICK,BUY,BUY,390,350
4/28/2022,Meta Platforms Inc,META,JPMORGAN,DOUG ANMUTH,NEUTRAL,NEUTRAL,,275
4/28/2022,Meta Platforms Inc,META,MONNESS CRESPI & HARDT,BRIAN WHITE,BUY,BUY,375,300
4/28/2022,Meta Platforms Inc,META,CITI,RONALD JOSEY,BUY,BUY,,300
4/28/2022,Meta Platforms Inc,META,ROSENBLATT,BARTON CROCKETT,Neutral                      ,Neutral                      ,212,212
4/29/2022,Apple Inc,AAPL,WELLS FARGO,AARON RAKERS,OVERWEIGHT,OVERWEIGHT,,205
4/29/2022,Apple Inc,AAPL,OPPENHEIMER,MARTIN YANG,OUTPERFORM,OUTPERFORM,,190
4/29/2022,Amazon.com Inc,AMZN,,MICHAEL LASSER,Buy                          ,Buy                          ,3625,3625
4/29/2022,Amazon.com Inc,AMZN,ROTH MKM,ROHIT KULKARNI,Buy                          ,Buy                          ,181.25,181.25
4/29/2022,Amazon.com Inc,AMZN,,ANDREW BOONE,Market Outperform            ,Market Outperform            ,3600,3600
4/29/2022,Amazon.com Inc,AMZN,BENCHMARK,DANIEL KURNOS,BUY,IN LINE,200,185
4/29/2022,Amazon.com Inc,AMZN,,JOSEPH FELDMAN,Outperform                   ,Outperform                   ,170,170
4/29/2022,Amazon.com Inc,AMZN,CANACCORD,MARIA RIPPS,Buy                          ,Buy                          ,3625,3625
4/29/2022,Intel Corp,INTC,NORTHLAND CAPITAL MARKETS,GUS RICHARD,OUTPERFORM,AVOID,,62
4/29/2022,Intel Corp,INTC,WELLS FARGO,AARON RAKERS,Equal Weight                 ,Equal Weight                 ,55,55
4/29/2022,Intel Corp,INTC,,QUINN BOLTON,Buy                          ,Buy                          ,55,55
5/9/2022,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,OVERWEIGHT,OVERWEIGHT,,433.33
5/12/2022,Tesla Inc,TSLA,WELLS FARGO,COLIN LANGAN,Equal Weight                 ,Equal Weight                 ,300,300
5/19/2022,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,NOT FOUND,NOT FOUND,,                  
5/20/2022,Apple Inc,AAPL,WEDBUSH,DANIEL IVES,OUTPERFORM,OUTPERFORM,,200
5/20/2022,Amazon.com Inc,AMZN,CITI,RONALD JOSEY,BUY,BUY,,205
5/24/2022,Apple Inc,AAPL,BAML,WAMSI MOHAN,BUY,BUY,,200
5/24/2022,Meta Platforms Inc,META,JEFFERIES,BRENT THILL,Buy                          ,Buy                          ,310,310
5/26/2022,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,POSITIVE,POSITIVE,28,26
5/26/2022,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,"""BUY",BUY,,37
5/26/2022,Nvidia Corp,NVDA,BENCHMARK,CODY ACREE,BUY,BUY,,22.8
5/26/2022,Nvidia Corp,NVDA,,DAVID WILLIAMS,Buy                          ,Buy                          ,315,315
5/27/2022,Tesla Inc,TSLA,GLOBAL EQUITIES,TRIP CHOWDHRY,NOT FOUND,NOT FOUND,,                  
6/1/2022,Amazon.com Inc,AMZN,,ANDREW BOONE,Market Outperform            ,Market Outperform            ,3450,3450
6/2/2022,Microsoft Corp,MSFT,STIFEL,BRAD REBACK,BUY,BUY,350,320
6/2/2022,Microsoft Corp,MSFT,EVERCORE,KIRK MATERNE,NOT FOUND,NOT FOUND,,                  
6/2/2022,Microsoft Corp,MSFT,MIZUHO,GREGG MOSKOWITZ,BUY,BUY,,350
6/2/2022,Tesla Inc,TSLA,PIPER SANDLER,ALEXANDER POTTER,NOT FOUND,NOT FOUND,,                  
6/3/2022,Apple Inc,AAPL,WEDBUSH,DANIEL IVES,OUTPERFORM,OUTPERFORM,,200
6/6/2022,Amazon.com Inc,AMZN,MORGAN STANLEY,BRIAN NOWAK,Overweight                   ,Overweight                   ,175,175
6/6/2022,Amazon.com Inc,AMZN,ROTH MKM,ROHIT KULKARNI,Buy                          ,Buy                          ,180,180
6/7/2022,Apple Inc,AAPL,BARCLAYS,TIM LONG,EQUALWEIGHT,EQUALWEIGHT,,167
6/8/2022,Intel Corp,INTC,BENCHMARK,CODY ACREE,HOLD,HOLD,,                  
6/9/2022,Apple Inc,AAPL,KEYBANK,BRANDON NISPEL,OVERWEIGHT,OVERWEIGHT,,191
6/9/2022,Tesla Inc,TSLA,UBS,PATRICK HUMMEL,NEUTRAL,BUY,,366.67
6/9/2022,Tesla Inc,TSLA,GLJ,GORDON JOHNSON,SELL,SELL,,                  
6/10/2022,Amazon.com Inc,AMZN,GOLDMAN SACHS,ERIC SHERIDAN,Buy                          ,Buy                          ,170,170
6/10/2022,Meta Platforms Inc,META,,ERIC SHERIDAN,Buy                          ,Buy                          ,290,290
6/10/2022,Tesla Inc,TSLA,CITI,ITAY MICHAELI,NOT FOUND,NOT FOUND,,                  
6/13/2022,Tesla Inc,TSLA,RBC,JOSEPH SPAK,OUTPERFORM,SECTOR PERFORM,,391.67
6/14/2022,Amazon.com Inc,AMZN,JPMORGAN,DOUG ANMUTH,OVERWEIGHT,OVERWEIGHT,,200
6/14/2022,Amazon.com Inc,AMZN,ROSENBLATT,BARTON CROCKETT,Neutral                      ,Neutral                      ,107,107
6/15/2022,Apple Inc,AAPL,JPMORGAN,SAMIK CHATTERJEE,NOT FOUND,NOT FOUND,,                  
6/17/2022,Apple Inc,AAPL,NEEDHAM,LAURA MARTIN,NOT FOUND,NOT FOUND,,                  
6/17/2022,Amazon.com Inc,AMZN,WELLS FARGO,IKE BORUCHOW,NOT FOUND,NOT FOUND,,                  
6/17/2022,Meta Platforms Inc,META,NEEDHAM,LAURA MARTIN,HOLD,HOLD,,                  
6/22/2022,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,OVERWEIGHT,BUY,433.33,400
6/24/2022,Tesla Inc,TSLA,CREDIT SUISSE,DAN LEVY,OUTPERFORM,OUTPERFORM,375,333.33
6/28/2022,Amazon.com Inc,AMZN,,MICHAEL LASSER,Buy                          ,Buy                          ,167,167
6/28/2022,Amazon.com Inc,AMZN,UBS,LLOYD WALMSLEY,BUY,BUY,209,167
6/29/2022,Amazon.com Inc,AMZN,JPMORGAN,DOUG ANMUTH,Overweight                   ,Overweight                   ,175,175
6/29/2022,Amazon.com Inc,AMZN,TIGRESS PARTNERS,IVAN FEINSETH,Buy                          ,Buy                          ,232,232
6/29/2022,Amazon.com Inc,AMZN,,GREG BADISHKANIAN,Outperform                   ,Outperform                   ,140,140
6/29/2022,Alphabet Cl A,GOOGL,,DOUG ANMUTH,Overweight                   ,Overweight                   ,140,140
6/29/2022,Meta Platforms Inc,META,JPMORGAN,DOUG ANMUTH,Neutral                      ,Neutral                      ,225,225
6/29/2022,Meta Platforms Inc,META,MONNESS CRESPI & HARDT,BRIAN WHITE,BUY,BUY,300,250
6/30/2022,Tesla Inc,TSLA,GOLDMAN SACHS,MARK DELANEY,BUY,BUY,,333.33
7/1/2022,Apple Inc,AAPL,JPMORGAN,SAMIK CHATTERJEE,OVERWEIGHT,OVERWEIGHT,,200
7/7/2022,Meta Platforms Inc,META,TIGRESS PARTNERS,IVAN FEINSETH,STRONGBUY,STRONGBUY,,466
7/8/2022,Microsoft Corp,MSFT,PIPER SANDLER,BRENT BRACELIN,Overweight                   ,Overweight                   ,312,312
7/8/2022,Nvidia Corp,NVDA,TIGRESS PARTNERS,IVAN FEINSETH,BUY,BUY,,31
7/11/2022,Meta Platforms Inc,META,,LAURA MARTIN,Hold,Underperform,,
7/11/2022,Tesla Inc,TSLA,WELLS FARGO,COLIN LANGAN,Equal Weight                 ,Equal Weight                 ,273.33,273.33
7/12/2022,Amazon.com Inc,AMZN,CITI,RONALD JOSEY,OVERWEIGHT,BUY,,175
7/13/2022,Amazon.com Inc,AMZN,,JOSEPH FELDMAN,Outperform                   ,Outperform                   ,145,145
7/13/2022,Tesla Inc,TSLA,,JED DORSHEIMER,Buy                          ,Buy                          ,801,801
7/13/2022,Tesla Inc,TSLA,,GEORGE GIANARIKAS,Buy                          ,Buy                          ,267,267
7/14/2022,Amazon.com Inc,AMZN,,JASON BAZINET,Buy                          ,Buy                          ,180,180
7/14/2022,Meta Platforms Inc,META,,JASON BAZINET,Buy                          ,Buy                          ,270,270
7/14/2022,Tesla Inc,TSLA,,WILLIAM STEIN,Buy                          ,Buy                          ,333.33,333.33
7/14/2022,Tesla Inc,TSLA,CREDIT SUISSE,DAN LEVY,OUTPERFORM,OUTPERFORM,,333.33
7/15/2022,Amazon.com Inc,AMZN,BARCLAYS,ROSS SANDLER,Overweight                   ,Overweight                   ,195,195
7/18/2022,Alphabet Cl A,GOOGL,,ROHIT KULKARNI,Buy                          ,Buy                          ,140,140
7/18/2022,Tesla Inc,TSLA,DEUTSCHE BANK,EMMANUEL ROSNER,BUY,BUY,,375
7/19/2022,Intel Corp,INTC,SUSQUEHANNA,CHRISTOPHER ROLLAND,NEUTRAL,NEUTRAL,42,40
7/19/2022,Tesla Inc,TSLA,,DAN LEVY,Outperform                   ,Outperform                   ,1000,1000
7/20/2022,Alphabet Cl A,GOOGL,BNP,STEFAN SLOWINSKI,OUTPERFORM,NEUTRAL,,118
7/21/2022,Amazon.com Inc,AMZN,DEUTSCHE BANK,LEE HOROWITZ,Buy                          ,Buy                          ,155,155
7/21/2022,Tesla Inc,TSLA,CITI,ITAY MICHAELI,SELL,SELL,,125
7/21/2022,Tesla Inc,TSLA,,JED DORSHEIMER,Buy                          ,Buy                          ,1175,1175
7/21/2022,Tesla Inc,TSLA,TD COWEN,JEFFREY OSBORNE,Market Perform               ,Market Perform               ,244.33,244.33
7/25/2022,Amazon.com Inc,AMZN,ROTH MKM,ROHIT KULKARNI,BUY,BUY,,165
7/25/2022,Meta Platforms Inc,META,ROSENBLATT,BARTON CROCKETT,Neutral                      ,Neutral                      ,181,181
7/26/2022,Alphabet Cl A,GOOGL,KEYBANK,JUSTIN PATTERSON,Overweight                   ,Overweight                   ,125,125
7/26/2022,Microsoft Corp,MSFT,,BLAIR ABERNETHY,Buy                          ,Buy                          ,330,330
7/27/2022,Alphabet Cl A,GOOGL,SUSQUEHANNA,SHYAM PATIL,Positive                     ,Positive                     ,150,150
7/27/2022,Alphabet Cl A,GOOGL,ROSENBLATT,BARTON CROCKETT,Buy                          ,Buy                          ,154,154
7/27/2022,Alphabet Cl A,GOOGL,,YOUSSEF SQUALI,Buy                          ,Buy                          ,140,140
7/27/2022,Alphabet Cl A,GOOGL,MORGAN STANLEY,BRIAN NOWAK,Overweight                   ,Overweight                   ,145,145
7/27/2022,Alphabet Cl A,GOOGL,JPMORGAN,DOUG ANMUTH,OVERWEIGHT,OVERWEIGHT,,140
7/27/2022,Alphabet Cl A,GOOGL,UBS,LLOYD WALMSLEY,Buy                          ,Buy                          ,132,132
7/27/2022,Alphabet Cl A,GOOGL,JEFFERIES,BRENT THILL,Buy                          ,Buy                          ,130,130
7/27/2022,Microsoft Corp,MSFT,,DERRICK WOOD,Outperform                   ,Outperform                   ,320,320
7/28/2022,Meta Platforms Inc,META,OPPENHEIMER,JASON HELFSTEIN,Outperform                   ,Outperform                   ,190,190
7/28/2022,Meta Platforms Inc,META,WOLFE,DEEPAK MATHIVANAN,Outperform                   ,Outperform                   ,200,200
7/28/2022,Meta Platforms Inc,META,KEYBANK,JUSTIN PATTERSON,Overweight                   ,Overweight                   ,196,196
7/28/2022,Meta Platforms Inc,META,STIFEL,MARK KELLEY,BUY,IN LINE,260,230
7/28/2022,Meta Platforms Inc,META,EVERCORE,MARK MAHANEY,Outperform                   ,Outperform                   ,240,240
7/28/2022,Meta Platforms Inc,META,JMP,ANDREW BOONE,Market Outperform            ,Market Outperform            ,215,215
7/28/2022,Meta Platforms Inc,META,,SCOTT DEVITT,Buy                          ,Buy                          ,222,222
7/29/2022,Apple Inc,AAPL,PIPER SANDLER,HARSH KUMAR,OVERWEIGHT,OVERWEIGHT,,195
7/29/2022,Apple Inc,AAPL,WEDBUSH,DANIEL IVES,OUTPERFORM,OUTPERFORM,,200
7/29/2022,Apple Inc,AAPL,BARCLAYS,TIM LONG,Equal Weight                 ,Equal Weight                 ,169,169
7/29/2022,Apple Inc,AAPL,JPMORGAN,SAMIK CHATTERJEE,OVERWEIGHT,OVERWEIGHT,,200
7/29/2022,Apple Inc,AAPL,OPPENHEIMER,MARTIN YANG,OUTPERFORM,OUTPERFORM,,190
7/29/2022,Apple Inc,AAPL,MORGAN STANLEY,ERIK WOODRING,TOP PICK,OVERWEIGHT,,180
7/29/2022,Amazon.com Inc,AMZN,,ANDREW BOONE,Market Outperform            ,Market Outperform            ,180,180
7/29/2022,Amazon.com Inc,AMZN,,JUSTIN POST,Buy                          ,Buy                          ,170,170
7/29/2022,Amazon.com Inc,AMZN,,JOSEPH FELDMAN,Outperform                   ,Outperform                   ,150,150
7/29/2022,Amazon.com Inc,AMZN,ROSENBLATT,BARTON CROCKETT,Neutral                      ,Neutral                      ,118,118
7/29/2022,Amazon.com Inc,AMZN,STIFEL,SCOTT DEVITT,BUY,IN LINE,185,200
7/29/2022,Amazon.com Inc,AMZN,,NICHOLAS JONES,Market Outperform            ,Market Outperform            ,180,180
7/29/2022,Intel Corp,INTC,MORGAN STANLEY,JOSEPH MOORE,Underweight                  ,Underweight                  ,35,35
7/29/2022,Intel Corp,INTC,SUSQUEHANNA,CHRISTOPHER ROLLAND,NEUTRAL,NEGATIVE,40,33
7/29/2022,Intel Corp,INTC,,KEVIN CASSIDY,Sell                         ,Sell                         ,30,30
7/29/2022,Intel Corp,INTC,DEUTSCHE BANK,ROSS SEYMORE,Hold                         ,Hold                         ,38,38
7/29/2022,Intel Corp,INTC,,TIMOTHY ARCURI,Neutral                      ,Neutral                      ,41,41
7/29/2022,Intel Corp,INTC,BAIRD,TRISTAN GERRA,NEUTRAL,OUTPERFORM,60,40
7/29/2022,Meta Platforms Inc,META,DZ BANK,INGO WERMANN,HOLD,SELL,,140
7/29/2022,Microsoft Corp,MSFT,WOLFE,ALEX ZUKIN,Outperform                   ,Outperform                   ,275,275
8/2/2022,Apple Inc,AAPL,,BRANDON NISPEL,Overweight                   ,Overweight                   ,177,177
8/2/2022,Intel Corp,INTC,DZ BANK,INGO WERMANN,HOLD,SELL,,30
8/8/2022,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,HOLD,BUY,,18
8/9/2022,Nvidia Corp,NVDA,,MELISSA FAIRBANKS,Strong Buy                   ,Strong Buy                   ,24,24
8/9/2022,Nvidia Corp,NVDA,,CHRIS CASO,Strong Buy                   ,Strong Buy                   ,240,240
8/9/2022,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,BUY,NEGATIVE,28.3,21.6
8/9/2022,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,BUY,NEGATIVE,29,25
8/22/2022,Meta Platforms Inc,META,LOOP CAPITAL,ALAN GOULD,Hold                         ,Hold                         ,165,165
8/24/2022,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,OUTPERFORM,OUTPERFORM,,333.33
8/25/2022,Nvidia Corp,NVDA,,CHRIS CASO,Strong Buy                   ,Strong Buy                   ,210,210
8/25/2022,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,OVERWEIGHT,"IN LINE""",,23.5
8/25/2022,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,BUY,BUY,37,28
8/25/2022,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,Buy                          ,Buy                          ,19.8,19.8
8/25/2022,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,Neutral                      ,Neutral                      ,13.5,13.5
8/25/2022,Nvidia Corp,NVDA,BENCHMARK,CODY ACREE,Buy                          ,Buy                          ,21.5,21.5
9/1/2022,Tesla Inc,TSLA,PIPER SANDLER,ALEXANDER POTTER,OVERWEIGHT,OVERWEIGHT,344,360
9/2/2022,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,BUY,BUY,,28
9/2/2022,Nvidia Corp,NVDA,DAIWA,LOUIS MISCIOSCIA,BUY,NEUTRAL,21.5,13.3
9/7/2022,Alphabet Cl A,GOOGL,ROSENBLATT,BARTON CROCKETT,Buy                          ,Buy                          ,156,156
9/7/2022,Meta Platforms Inc,META,ROSENBLATT,BARTON CROCKETT,Neutral                      ,Neutral                      ,154,154
9/8/2022,Apple Inc,AAPL,BARCLAYS,TIM LONG,EQUALWEIGHT,EQUALWEIGHT,,169
9/8/2022,Intel Corp,INTC,,RUBEN ROY,Hold                         ,Hold                         ,32,32
9/12/2022,Apple Inc,AAPL,BAML,WAMSI MOHAN,BUY,BUY,,185
9/20/2022,Apple Inc,AAPL,EVERCORE,AMIT DARYANANI,Outperform                   ,Outperform                   ,190,190
9/29/2022,Apple Inc,AAPL,ROSENBLATT,BARTON CROCKETT,BUY,NEUTRAL,160,189
9/29/2022,Apple Inc,AAPL,BAML,WAMSI MOHAN,NEUTRAL,BUY,185,160
10/3/2022,Amazon.com Inc,AMZN,,JUSTIN POST,Buy                          ,Buy                          ,157,157
10/4/2022,Tesla Inc,TSLA,UBS,PATRICK HUMMEL,NOT FOUND,NOT FOUND,,                  
10/6/2022,Meta Platforms Inc,META,GOLDMAN SACHS,ERIC SHERIDAN,Buy                          ,Buy                          ,200,200
10/10/2022,Apple Inc,AAPL,BAML,WAMSI MOHAN,BUY,NEUTRAL,,160
10/10/2022,Intel Corp,INTC,NORTHLAND CAPITAL MARKETS,GUS RICHARD,Outperform                   ,Outperform                   ,52,52
10/11/2022,Apple Inc,AAPL,KEYBANK,BRANDON NISPEL,OVERWEIGHT,OVERWEIGHT,,185
10/11/2022,Alphabet Cl A,GOOGL,CREDIT SUISSE,STEPHEN JU,OUTPERFORM,OUTPERFORM,140,134
10/11/2022,Meta Platforms Inc,META,ATLANTIC EQUITIES,JAMES CORDWELL,NEUTRAL,OVERWEIGHT,,160
10/11/2022,Meta Platforms Inc,META,CREDIT SUISSE,STEPHEN JU,Outperform                   ,Outperform                   ,174,174
10/12/2022,Intel Corp,INTC,BARCLAYS,BLAYNE CURTIS,Underweight                  ,Underweight                  ,30,30
10/12/2022,Microsoft Corp,MSFT,WELLS FARGO,MICHAEL TURRIN,Overweight                   ,Overweight                   ,315,315
10/13/2022,Meta Platforms Inc,META,TD COWEN,JOHN BLACKLEDGE,OUTPERFORM,OUTPERFORM,250,205
10/14/2022,Amazon.com Inc,AMZN,BAML,JUSTIN POST,BUY,BUY,,157
10/14/2022,Tesla Inc,TSLA,WELLS FARGO,COLIN LANGAN,EQUAL WEIGHT,EQUAL WEIGHT,280,230
10/18/2022,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,Hold                         ,Hold                         ,14,14
10/18/2022,Tesla Inc,TSLA,CITI,ITAY MICHAELI,SELL,SELL,,141.33
10/20/2022,Microsoft Corp,MSFT,,BLAIR ABERNETHY,Buy                          ,Buy                          ,300,300
10/20/2022,Tesla Inc,TSLA,PIPER SANDLER,ALEXANDER POTTER,OVERWEIGHT,OVERWEIGHT,,340
10/21/2022,Amazon.com Inc,AMZN,,DOUG ANMUTH,Overweight                   ,Overweight                   ,175,175
10/24/2022,Meta Platforms Inc,META,BAML,JUSTIN POST,NEUTRAL,BUY,,150
10/25/2022,Alphabet Cl A,GOOGL,KEYBANK,JUSTIN PATTERSON,Overweight                   ,Overweight                   ,120,120
10/25/2022,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,Overweight                   ,Overweight                   ,330,330
10/26/2022,Alphabet Cl A,GOOGL,ROSENBLATT,BARTON CROCKETT,Buy                          ,Buy                          ,130,130
10/26/2022,Alphabet Cl A,GOOGL,CREDIT SUISSE,STEPHEN JU,Outperform                   ,Outperform                   ,128,128
10/26/2022,Alphabet Cl A,GOOGL,MORGAN STANLEY,BRIAN NOWAK,Overweight                   ,Overweight                   ,125,125
10/26/2022,Alphabet Cl A,GOOGL,RBC,BRAD ERICKSON,Outperform                   ,Outperform                   ,130,130
10/26/2022,Microsoft Corp,MSFT,DEUTSCHE BANK,BRAD ZELNICK,Buy                          ,Buy                          ,275,275
10/26/2022,Microsoft Corp,MSFT,TD COWEN,DERRICK WOOD,Outperform                   ,Outperform                   ,285,285
10/26/2022,Microsoft Corp,MSFT,JEFFERIES,BRENT THILL,Buy                          ,Buy                          ,270,270
10/26/2022,Microsoft Corp,MSFT,WOLFE,ALEX ZUKIN,Outperform                   ,Outperform                   ,280,280
10/26/2022,Microsoft Corp,MSFT,STIFEL,BRAD REBACK,BUY,SHORT,300,290
10/27/2022,Meta Platforms Inc,META,WOLFE,DEEPAK MATHIVANAN,Outperform                   ,Outperform                   ,140,140
10/27/2022,Meta Platforms Inc,META,CITI,RONALD JOSEY,Buy                          ,Buy                          ,168,168
10/27/2022,Meta Platforms Inc,META,GOLDMAN SACHS,ERIC SHERIDAN,Buy                          ,Buy                          ,165,165
10/27/2022,Meta Platforms Inc,META,KEYBANK,JUSTIN PATTERSON,Overweight,Sector Weight,,
10/27/2022,Meta Platforms Inc,META,MORGAN STANLEY,BRIAN NOWAK,EQUAL WEIGHT,OVERWEIGHT,205,105
10/27/2022,Meta Platforms Inc,META,OPPENHEIMER,JASON HELFSTEIN,Outperform                   ,Outperform                   ,140,140
10/27/2022,Meta Platforms Inc,META,GUGGENHEIM,MICHAEL MORRIS,Buy                          ,Buy                          ,125,125
10/27/2022,Meta Platforms Inc,META,ROSENBLATT,BARTON CROCKETT,Neutral                      ,Neutral                      ,114,114
10/27/2022,Meta Platforms Inc,META,TD COWEN,JOHN BLACKLEDGE,MARKET PERFORM,OUTPERFORM,205,135
10/27/2022,Meta Platforms Inc,META,BARCLAYS,ROSS SANDLER,Overweight                   ,Overweight                   ,165,165
10/27/2022,Meta Platforms Inc,META,STIFEL,MARK KELLEY,Buy                          ,Buy                          ,185,185
10/27/2022,Meta Platforms Inc,META,UBS,LLOYD WALMSLEY,Buy                          ,Buy                          ,121,121
10/28/2022,Apple Inc,AAPL,PIPER SANDLER,HARSH KUMAR,OVERWEIGHT,OVERWEIGHT,,195
10/28/2022,Apple Inc,AAPL,JPMORGAN,SAMIK CHATTERJEE,OVERWEIGHT,OVERWEIGHT,,200
10/28/2022,Amazon.com Inc,AMZN,BAIRD,COLIN SEBASTIAN,Outperform                   ,Outperform                   ,130,130
10/28/2022,Amazon.com Inc,AMZN,,JOSEPH FELDMAN,Outperform                   ,Outperform                   ,140,140
10/28/2022,Amazon.com Inc,AMZN,BARCLAYS,ROSS SANDLER,Overweight                   ,Overweight                   ,140,140
10/28/2022,Amazon.com Inc,AMZN,NEEDHAM,LAURA MARTIN,Buy                          ,Buy                          ,120,120
10/28/2022,Amazon.com Inc,AMZN,OPPENHEIMER,JASON HELFSTEIN,Outperform                   ,Outperform                   ,130,130
10/28/2022,Amazon.com Inc,AMZN,MORGAN STANLEY,BRIAN NOWAK,Overweight                   ,Overweight                   ,140,140
10/28/2022,Amazon.com Inc,AMZN,,RONALD JOSEY,Buy                          ,Buy                          ,145,145
10/28/2022,Intel Corp,INTC,BARCLAYS,BLAYNE CURTIS,EQUAL WEIGHT,UNDERWEIGHT,,30
10/28/2022,Intel Corp,INTC,,WILLIAM STEIN,Hold                         ,Hold                         ,29,29
